year_mon_day,hour,wind_dir_avg_10,wind_speed_h_avg,wind_speed_avg_10,air_pressure,humidity,full_datetime,capacity,volume,percentage,emission,emissionfactor,correct_days
20230319,5,207.40648488083212,51.333333333333336,52.0,10103.0,97.71428571428572,2023-03-19-05,468750,468750,0.2134127467870712,0,0,2023-03-19-05
20230319,6,204.11369580277156,50.66666666666666,51.333333333333336,10108.5,98.14285714285714,2023-03-19-06,380749,380749,0.1733475029468536,0,0,2023-03-19-06
20230319,7,212.72926122218647,50.66666666666666,50.0,10114.75,98.57142857142856,2023-03-19-07,369000,369000,0.1679982542991638,0,0,2023-03-19-07
20230319,8,219.2789751877404,48.0,51.333333333333336,10121.25,97.57142857142856,2023-03-19-08,477501,477501,0.2173967510461807,0,0,2023-03-19-08
20230319,9,226.5567914481758,50.0,50.66666666666666,10127.5,97.28571428571428,2023-03-19-09,739999,739999,0.336906760931015,0,0,2023-03-19-09
20230319,10,231.2936949064593,45.333333333333336,44.66666666666666,10133.25,96.71428571428572,2023-03-19-10,533500,533500,0.2428917437791824,0,0,2023-03-19-10
20230319,11,225.02768942786864,40.66666666666666,42.0,10136.5,96.28571428571428,2023-03-19-11,289000,289000,0.1315760016441345,0,0,2023-03-19-11
20230319,12,222.84630779710128,43.333333333333336,47.333333333333336,10141.0,94.71428571428572,2023-03-19-12,374250,374250,0.1703887432813644,0,0,2023-03-19-12
20230319,13,241.09785982415636,47.333333333333336,52.0,10146.0,95.14285714285714,2023-03-19-13,480500,480500,0.2187622487545013,0,0,2023-03-19-13
20230319,14,263.36914498723934,51.333333333333336,48.0,10151.0,95.28571428571428,2023-03-19-14,360749,360749,0.1642419993877411,0,0,2023-03-19-14
20230319,15,276.71903101898573,44.66666666666666,44.66666666666666,10153.5,95.0,2023-03-19-15,272000,272000,0.1238362267613411,0,0,2023-03-19-15
20230319,16,286.5948986202173,44.0,44.0,10157.25,96.14285714285714,2023-03-19-16,239000,239000,0.1088118255138397,0,0,2023-03-19-16
20230319,17,281.9163724624865,46.0,43.333333333333336,10163.75,97.14285714285714,2023-03-19-17,165000,165000,0.0751212239265441,0,0,2023-03-19-17
20230319,18,277.26893860162755,42.66666666666666,42.0,10171.75,96.57142857142856,2023-03-19-18,129000,129000,0.0587311498820781,0,0,2023-03-19-18
20230319,19,256.8865938619056,39.333333333333336,41.333333333333336,10176.0,96.0,2023-03-19-19,175250,175250,0.079787828028202,0,0,2023-03-19-19
20230319,20,257.16814928883184,41.333333333333336,43.333333333333336,10180.0,94.57142857142856,2023-03-19-20,264001,264001,0.1201942488551139,0,0,2023-03-19-20
20230319,21,245.59574917217716,45.333333333333336,46.66666666666666,10182.5,93.57142857142856,2023-03-19-21,286999,286999,0.1306650042533874,0,0,2023-03-19-21
20230319,22,238.6669739920332,45.333333333333336,45.333333333333336,10182.5,92.42857142857144,2023-03-19-22,330999,330999,0.1506972461938858,0,0,2023-03-19-22
20230319,23,228.04940546414275,44.66666666666666,44.0,10180.25,92.85714285714286,2023-03-19-23,408000,408000,0.1857540011405944,0,0,2023-03-19-23
20230319,24,223.199887942749,50.66666666666666,53.333333333333336,10181.0,90.85714285714286,2023-03-19-24,452250,452250,0.2059002518653869,0,0,2023-03-19-24
20230320,1,224.071489011964,55.333333333333336,54.66666666666666,10182.25,90.85714285714286,2023-03-20-01,638251,638251,0.2905830144882202,0,0,2023-03-20-01
20230320,2,214.71456451819836,55.333333333333336,58.66666666666666,10177.75,89.28571428571429,2023-03-20-02,587499,587499,0.267476737499237,0,0,2023-03-20-02
20230320,3,211.31951338488716,59.333333333333336,63.333333333333336,10172.75,89.42857142857143,2023-03-20-03,720750,720750,0.3281432390213012,0,0,2023-03-20-03
20230320,4,209.33064156036912,66.0,67.33333333333333,10167.75,88.57142857142857,2023-03-20-04,962000,962000,0.4379794895648956,0,0,2023-03-20-04
20230320,5,214.009836626598,68.66666666666667,70.0,10165.75,88.71428571428571,2023-03-20-05,1334250,1334250,0.6074575185775757,0,0,2023-03-20-05
20230320,6,215.3559273815317,71.33333333333333,70.66666666666667,10165.5,88.71428571428571,2023-03-20-06,1636001,1636001,0.7448387742042542,0,0,2023-03-20-06
20230320,7,212.00734497949747,74.0,76.66666666666667,10166.75,87.57142857142857,2023-03-20-07,1754001,1754001,0.7985617518424988,0,0,2023-03-20-07
20230320,8,210.66935843963083,74.66666666666667,76.66666666666667,10169.75,88.85714285714286,2023-03-20-08,1559502,1559502,0.7100102305412292,0,0,2023-03-20-08
20230320,9,214.00569324232583,78.66666666666667,82.0,10168.5,88.71428571428571,2023-03-20-09,1630500,1630500,0.742334246635437,0,0,2023-03-20-09
20230320,10,215.9983587687069,82.66666666666667,84.0,10168.75,90.28571428571428,2023-03-20-10,1683000,1683000,0.7662364840507507,0,0,2023-03-20-10
20230320,11,216.65685472624293,89.33333333333333,88.0,10166.5,93.14285714285714,2023-03-20-11,1768750,1768750,0.8052767515182495,0,0,2023-03-20-11
20230320,12,215.34503077510544,84.66666666666667,84.0,10163.5,95.71428571428572,2023-03-20-12,1921251,1921251,0.8747075200080872,0,0,2023-03-20-12
20230320,13,216.0065207866241,83.33333333333333,84.66666666666667,10160.25,96.71428571428572,2023-03-20-13,1750000,1750000,0.7967402338981628,0,0,2023-03-20-13
20230320,14,222.0032531417449,83.33333333333333,82.66666666666667,10157.25,96.57142857142856,2023-03-20-14,1633249,1633249,0.7435857653617859,0,0,2023-03-20-14
